id,Car,Heavy_Vehicles,Motorcycle,Other,Pedalcycle
353480,1,0,1,0,0
353481,0,2,0,0,0
353482,0,0,0,0,1
353483,2,0,0,0,0
353484,0,1,0,0,0
353485,0,1,1,0,0
353486,2,0,0,0,0
353487,2,0,0,0,0
353488,1,0,0,0,0
353489,1,0,0,0,1
353490,3,0,0,0,0
353491,1,0,0,0,1
353492,2,0,1,0,0
353493,1,0,1,0,0
353494,2,0,0,0,0
353495,1,0,1,0,0
353496,1,0,0,1,0
353497,2,0,0,0,0
353498,1,0,1,0,0
353499,2,0,0,0,0
353500,0,0,0,0,1
353501,2,0,0,0,0
353502,1,0,0,0,1
353503,1,0,0,0,1
353504,3,0,0,0,0
353505,1,0,1,0,0
353506,1,0,1,0,0
353507,1,0,1,0,0
353508,0,1,1,0,0
353509,1,0,0,0,1
353510,3,0,0,0,0
353511,1,0,1,0,0
353512,2,0,0,0,0
353513,1,0,1,0,0
353514,2,0,0,0,0
353515,2,0,0,0,0
353516,1,0,0,0,0
353517,2,0,1,0,0
353518,1,0,0,0,0
353519,2,0,0,0,0
353520,2,0,0,0,0
353521,1,0,0,0,1
353522,0,0,1,0,0
353523,1,0,1,0,0
353524,2,0,0,0,0
353525,1,0,0,0,1
353526,2,0,0,0,0
353527,1,0,0,0,0
353528,2,0,0,0,0
353529,1,0,0,0,0
353530,1,0,0,0,0
353531,1,0,0,0,1
353532,1,0,0,0,0
353533,1,0,0,0,0
353534,2,0,0,0,0
353535,2,0,0,0,0
353536,1,0,0,0,0
353537,1,0,0,0,0
353538,1,0,0,0,1
353539,2,0,2,0,0
353540,0,0,1,0,0
353541,2,0,0,0,0
353542,1,0,0,0,0
353543,1,0,0,0,0
353544,2,0,0,0,0
353545,1,0,0,0,0
353546,1,0,0,0,0
353547,1,0,0,0,1
353548,2,0,0,0,0
353549,1,0,1,0,0
353550,1,0,0,0,0
353551,0,0,1,0,0
353552,1,0,0,0,0
353553,1,0,0,0,0
353554,1,0,1,0,0
353555,7,0,0,0,0
353556,3,0,0,0,0
353557,0,1,0,0,0
353558,1,0,0,0,1
353559,1,0,0,0,1
353560,1,0,1,0,0
353561,0,1,0,0,1
353562,0,0,1,0,0
353563,1,1,0,0,0
353564,0,1,0,0,0
353565,1,0,0,0,0
353566,2,0,0,0,0
353567,0,0,1,0,0
353568,1,0,0,0,1
353569,1,0,1,0,0
353570,1,0,0,0,1
353571,1,1,0,0,0
353572,3,0,0,0,0
353573,1,0,1,0,0
353574,2,0,0,0,0
353575,1,0,1,0,0
353576,1,0,1,0,0
353577,1,0,1,0,0
353578,1,0,1,0,0
353579,2,0,0,0,0
353580,1,0,1,0,0
353581,1,0,1,0,0
353582,2,0,0,0,0
353583,1,0,0,0,0
353584,1,0,1,0,0
353585,1,0,1,0,0
353586,1,0,0,0,1
353587,0,0,0,0,1
353588,2,0,0,0,0
353589,1,0,0,0,0
353590,1,0,0,0,0
353591,1,0,1,0,0
353592,0,0,1,0,0
353593,2,0,0,0,0
353594,1,0,1,0,0
353595,2,0,0,0,0
353596,0,1,0,0,0
353597,1,0,0,0,0
353598,3,0,1,0,0
353599,1,0,0,0,0
353600,3,0,0,0,0
353601,1,0,0,0,1
353602,3,0,0,0,0
353603,1,0,0,0,0
353604,2,0,0,0,0
353605,1,0,0,1,0
353606,1,0,0,0,1
353607,3,0,0,0,0
353608,1,0,0,0,0
353609,1,0,0,0,0
353610,2,0,0,0,0
353611,1,0,1,0,0
353612,2,0,0,0,0
353613,1,0,1,0,0
353614,1,0,0,0,1
353615,1,0,0,0,1
353616,1,0,0,0,1
353617,2,0,0,0,0
353618,2,0,0,0,0
353619,4,0,0,0,0
353620,0,0,1,0,0
353621,1,0,0,0,1
353622,2,0,0,0,0
353623,0,1,0,0,0
353624,1,0,1,0,0
353625,2,0,0,0,0
353626,1,1,0,0,0
353627,1,0,0,0,0
353628,1,0,1,0,0
353629,1,0,0,0,0
353630,0,0,1,0,0
353631,1,0,0,0,0
353632,2,0,0,0,0
353633,2,0,0,0,0
353634,2,0,0,0,0
353635,1,0,1,0,0
353636,1,0,1,0,0
353637,2,0,0,0,0
353638,2,0,0,0,0
353639,2,0,0,0,0
353640,2,0,0,0,0
353641,1,0,0,0,0
353642,1,0,1,0,0
353643,1,0,1,0,0
353644,2,0,0,0,0
353645,1,0,1,0,0
353646,1,0,0,0,1
353647,1,0,0,0,0
353648,2,0,1,0,0
353649,1,0,0,0,0
353650,1,0,0,0,1
353651,1,1,0,0,0
353652,2,0,0,0,0
353653,2,0,0,0,0
353654,1,1,0,0,0
353655,0,0,1,0,0
353656,0,1,0,0,0
353657,1,0,1,0,0
353658,3,0,0,0,0
353659,2,0,0,0,0
353660,2,0,0,0,0
353661,1,0,1,0,0
353662,1,0,0,0,0
353663,2,0,0,0,0
353664,1,0,1,0,0
353665,1,0,0,0,1
353666,1,1,0,0,0
353667,2,0,0,0,0
353668,1,0,0,0,0
353669,1,0,0,0,1
353670,0,1,0,0,0
353671,1,0,0,0,1
353672,1,0,0,0,1
353673,3,0,0,0,0
353674,1,0,0,0,0
353675,2,0,0,0,0
353676,1,0,1,0,0
353677,1,0,1,0,0
353678,3,0,0,0,0
353679,1,0,0,0,1
353680,1,0,1,0,0
353681,1,0,1,0,0
353682,1,0,0,0,0
353683,0,0,1,0,0
353684,1,0,0,0,0
353685,0,0,0,0,1
353686,1,0,0,0,1
353687,0,0,0,0,1
353688,1,0,0,0,1
353689,1,0,0,0,0
353690,2,0,0,0,0
353691,1,0,0,0,0
353692,2,0,0,0,0
353693,1,1,0,0,0
353694,1,0,1,0,0
353695,1,0,0,0,0
353696,1,0,1,0,0
353697,1,0,1,0,1
353698,1,0,0,0,1
353699,1,0,0,0,0
353700,2,0,0,0,0
353701,2,0,0,0,0
353702,2,0,0,0,0
353703,2,0,0,0,0
353704,1,0,0,0,0
353705,1,0,0,0,0
353706,1,0,1,0,0
353707,3,0,0,0,0
353708,2,0,0,0,0
353709,2,0,1,0,0
353710,1,0,1,0,0
353711,0,1,0,0,1
353712,1,0,0,0,0
353713,1,0,0,0,0
353714,1,0,1,0,0
353715,1,0,0,0,0
353716,0,0,0,0,1
353717,1,0,1,0,0
353718,0,0,0,0,1
353719,1,0,1,0,0
353720,1,0,1,0,0
353721,1,0,0,0,0
353722,3,0,0,0,0
353723,1,1,0,0,0
353724,2,0,0,0,0
353725,1,0,0,0,1
353726,2,0,0,0,0
353727,1,0,0,0,0
353728,1,0,0,0,0
353729,1,0,0,0,1
353730,1,0,1,0,0
353731,2,0,0,0,0
353732,1,0,0,0,0
353733,1,0,1,0,0
353734,2,0,0,0,0
353735,2,0,0,0,0
353736,1,0,0,0,0
353737,4,0,0,0,0
353738,1,0,0,0,0
353739,1,0,1,0,0
353740,2,0,0,0,0
353741,1,0,0,0,0
353742,1,0,1,0,0
353743,3,0,0,0,0
353744,1,0,1,0,0
353745,1,0,0,0,1
353746,1,0,0,0,0
353747,1,0,0,1,0
353748,2,0,0,0,0
353749,1,0,0,1,0
353750,1,0,1,0,0
353751,1,0,1,0,0
353752,2,1,0,0,0
353753,1,0,1,0,0
353754,2,0,0,0,0
353755,2,0,0,0,0
353756,1,0,0,0,0
353757,2,0,0,0,0
353758,1,0,0,0,0
353759,0,1,1,0,0
353760,2,0,0,0,0
353761,1,0,0,0,1
353762,2,0,0,0,0
353763,1,0,0,0,1
353764,1,0,0,0,1
353765,0,0,1,0,1
353766,2,0,0,0,0
353767,1,0,1,0,0
353768,2,0,0,0,0
353769,7,0,0,0,0
353770,1,0,0,0,1
353771,1,0,0,0,0
353772,2,0,0,0,0
353773,1,0,1,0,0
353774,2,0,0,0,0
353775,2,0,0,0,0
353776,3,0,0,0,0
353777,1,0,0,0,1
353778,1,0,0,0,0
353779,4,0,0,0,0
353780,1,0,0,0,1
353781,2,0,0,0,0
353782,1,0,1,0,0
353783,1,0,0,0,1
353784,1,0,0,0,1
353785,1,1,0,0,0
353786,2,0,0,0,0
353787,0,1,0,0,0
353788,2,0,0,0,0
353789,2,0,0,0,0
353790,1,0,0,0,0
353791,4,0,0,0,0
353792,1,0,0,0,0
353793,3,0,0,0,0
353794,2,0,0,0,0
353795,1,0,0,0,1
353796,1,0,1,0,0
353797,0,0,1,0,0
353798,2,0,0,0,0
353799,1,0,1,0,0
353800,1,1,1,0,0
353801,1,0,0,0,1
353802,1,0,0,0,0
353803,1,0,0,0,0
353804,1,0,0,0,1
353805,1,0,0,0,1
353806,1,0,0,0,0
353807,2,0,0,0,0
353808,2,0,0,0,0
353809,1,0,1,0,0
353810,1,0,0,0,1
353811,2,0,0,0,0
353812,1,0,0,0,1
353813,0,0,0,0,1
353814,1,0,0,0,0
353815,1,0,0,0,0
353816,2,0,0,0,0
353817,1,0,0,0,1
353818,1,0,0,0,0
353819,1,0,1,0,0
353820,2,0,0,0,0
353821,2,0,0,0,0
353822,1,0,0,0,0
353823,1,0,0,0,1
353824,2,0,0,0,0
353825,1,0,0,0,1
353826,1,0,0,0,1
353827,1,0,0,0,0
353828,1,0,0,0,0
353829,1,0,0,0,1
353830,1,0,1,0,0
353831,0,0,1,0,1
353832,2,0,0,0,0
353833,1,0,0,0,0
353834,2,0,0,0,0
353835,2,0,0,0,0
353836,1,0,1,0,0
353837,1,0,0,0,1
353838,1,0,0,0,0
353839,1,1,0,0,1
353840,0,0,1,0,0
353841,1,0,1,0,0
353842,1,0,0,1,0
353843,1,0,1,0,0
353844,2,0,0,0,0
353845,1,0,1,0,0
353846,0,0,0,1,1
353847,1,0,0,0,1
353848,2,0,0,0,0
353849,3,0,0,0,0
353850,2,0,0,0,0
353851,1,0,0,0,1
353852,1,0,0,0,1
353853,1,0,0,0,0
353854,1,0,0,0,1
353855,1,0,1,0,0
353856,1,0,0,0,0
353857,1,0,1,0,0
353858,1,0,0,0,0
353859,1,0,0,0,0
353860,3,0,0,0,0
353861,1,0,0,0,1
353862,1,0,1,0,0
353863,1,0,0,1,0
353864,1,0,0,0,0
353865,1,0,0,0,0
353866,1,0,0,0,1
353867,1,0,1,0,0
353868,2,0,0,0,0
353869,1,0,0,0,1
353870,1,1,0,0,0
353871,2,0,0,0,0
353872,2,0,0,0,0
353873,1,0,0,0,1
353874,2,0,0,0,0
353875,1,0,1,0,0
353876,1,0,0,0,0
353877,1,0,0,0,1
353878,1,0,0,0,1
353879,1,0,1,0,0
353880,3,0,0,1,0
353881,1,0,1,0,0
353882,2,0,0,0,0
353883,1,0,0,0,0
353884,2,0,0,0,0
353885,2,0,0,0,0
353886,2,0,0,0,0
353887,1,0,0,0,0
353888,0,1,0,0,0
353889,1,0,0,0,1
353890,1,0,0,0,1
353891,2,0,0,0,0
353892,3,0,0,0,0
353893,2,0,0,0,0
353894,2,0,0,0,0
353895,0,0,0,0,1
353896,1,0,0,0,0
353897,1,0,1,0,0
353898,0,0,1,0,0
353899,1,0,0,0,0
353900,1,0,1,0,0
353901,0,1,0,0,0
353902,1,0,0,0,1
353903,1,0,0,0,0
353904,1,0,0,0,0
353905,1,0,1,0,0
353906,1,0,0,0,2
353907,0,1,0,0,0
353908,1,0,0,0,0
353909,3,0,0,0,0
353910,3,0,0,0,0
353911,1,0,0,0,1
353912,1,0,0,0,1
353913,1,0,0,0,0
353914,2,0,0,0,0
353915,1,0,0,1,0
353916,2,0,0,0,0
353917,2,0,0,0,0
353918,1,0,0,0,1
353919,2,0,0,0,0
353920,0,0,0,1,1
353921,1,1,0,0,0
353922,2,0,0,0,0
353923,1,0,0,0,1
353924,0,0,0,1,1
353925,0,0,0,0,1
353926,1,0,0,0,0
353927,1,1,0,0,0
353928,0,0,0,1,0
353929,1,0,0,0,1
353930,1,0,0,0,0
353931,2,0,0,0,0
353932,1,0,1,0,0
353933,2,0,0,0,0
353934,2,0,0,0,0
353935,1,0,0,0,0
353936,1,0,1,0,0
353937,2,0,0,0,0
353938,2,0,0,0,0
353939,2,0,0,0,0
353940,1,0,0,0,1
353941,1,0,0,0,0
353942,0,1,0,0,0
353943,1,0,1,0,0
353944,2,0,0,0,0
353945,2,0,0,0,0
353946,5,0,0,0,0
353947,1,0,0,0,0
353948,1,0,0,0,1
353949,0,0,1,0,1
353950,2,0,0,0,0
353951,0,0,1,0,0
353952,1,0,0,0,1
353953,1,0,0,0,1
353954,1,0,0,0,0
353955,1,0,0,0,0
353956,1,0,0,0,0
353957,1,0,1,0,0
353958,1,0,1,0,0
353959,1,0,0,0,0
353960,2,0,0,0,0
353961,2,0,0,0,0
353962,1,0,0,0,0
353963,2,0,0,0,0
353964,1,0,1,0,0
353965,2,0,0,0,0
353966,1,1,0,0,0
353967,1,1,0,0,0
353968,1,0,1,0,0
353969,1,0,0,0,1
353970,1,0,0,0,1
353971,0,0,1,0,0
353972,2,0,0,0,0
353973,1,0,0,0,1
353974,2,0,0,0,0
353975,1,0,1,0,0
353976,1,0,0,0,1
353977,2,0,0,0,0
353978,1,0,0,0,1
353979,1,0,0,0,1
353980,0,1,0,0,0
353981,2,0,0,0,0
353982,1,0,1,0,0
353983,3,0,0,0,0
353984,1,0,0,0,0
353985,1,0,1,0,0
353986,1,0,1,0,0
353987,2,0,0,0,0
353988,1,0,0,0,0
353989,1,1,0,0,0
353990,1,0,1,0,0
353991,1,0,1,0,0
353992,1,0,1,0,0
353993,1,0,0,0,1
353994,2,0,0,0,0
353995,0,0,1,0,0
353996,1,0,0,0,0
353997,0,0,1,0,0
353998,0,0,1,0,0
353999,3,0,0,0,0
354000,1,0,1,0,0
354001,0,1,0,0,0
354002,1,0,0,0,1
354003,1,0,1,0,0
354004,1,0,1,0,0
354005,1,0,1,0,0
354006,2,0,0,0,0
354007,4,0,0,0,0
354008,1,0,0,0,0
354009,1,0,1,0,0
354010,1,0,0,0,0
354011,2,0,0,0,0
354012,1,0,0,0,1
354013,1,0,1,0,0
354014,1,0,0,0,1
354015,2,0,0,0,0
354016,2,0,0,0,0
354017,1,0,0,0,0
354018,1,0,1,0,0
354019,2,0,0,0,0
354020,1,0,1,0,0
354021,2,0,0,0,0
354022,1,0,1,0,0
354023,2,0,0,0,0
354024,2,0,0,0,0
354025,1,0,1,0,0
354026,1,0,0,0,1
354027,0,1,0,0,0
354028,1,1,0,0,0
354029,2,0,0,0,0
354030,1,0,0,0,0
354031,1,0,0,0,0
354032,1,0,0,0,0
354033,0,1,0,0,0
354034,1,0,0,0,0
354035,1,0,0,0,0
354036,1,0,0,0,1
354037,2,0,0,0,0
354038,2,0,0,0,0
354039,1,0,0,1,0
354040,1,0,1,0,0
354041,1,0,1,0,0
354042,2,0,0,0,0
354043,2,0,0,0,0
354044,1,0,1,0,0
354045,3,0,0,0,0
354046,2,0,0,0,0
354047,2,0,0,0,0
354048,1,0,1,0,0
354049,3,0,0,0,0
354050,2,0,0,0,0
354051,1,0,0,0,1
354052,2,0,1,0,0
354053,1,0,0,0,1
354054,3,0,0,0,0
354055,2,0,0,0,0
354056,2,0,0,0,0
354057,1,0,0,0,0
354058,1,0,0,0,1
354059,2,0,0,0,0
354060,1,0,0,0,1
354061,2,0,0,0,0
354062,1,0,0,0,0
354063,1,0,1,0,0
354064,1,0,0,0,0
354065,2,0,0,0,0
354066,2,0,0,0,0
354067,2,0,0,0,0
354068,2,0,0,0,0
354069,1,0,1,0,0
354070,4,0,0,0,0
354071,1,0,1,0,0
354072,2,0,0,0,0
354073,4,0,0,0,0
354074,1,0,1,0,0
354075,1,0,0,0,1
354076,2,0,0,0,0
354077,1,0,1,0,0
354078,3,0,0,0,1
354079,0,0,0,0,1
354080,2,0,0,0,0
354081,1,0,0,0,1
354082,1,0,0,0,1
354083,2,0,0,0,0
354084,1,0,0,0,1
354085,2,0,1,0,0
354086,1,0,0,0,0
354087,1,0,0,0,1
354088,1,0,0,0,1
354089,2,0,0,0,0
354090,1,0,1,0,0
354091,2,0,1,0,0
354092,2,0,1,0,0
354093,2,0,0,0,0
354094,1,0,0,0,1
354095,2,0,0,0,0
354096,2,0,0,0,0
354097,2,0,0,0,0
354098,1,0,0,0,1
354099,1,1,0,0,0
354100,1,0,0,1,0
354101,1,0,0,0,1
354102,1,0,0,0,0
354103,1,0,0,0,1
354104,2,0,0,0,0
354105,1,0,0,0,0
354106,1,0,0,0,1
354107,1,0,0,0,1
354108,1,0,0,0,0
354109,1,1,0,0,0
354110,1,0,1,0,0
354111,1,1,0,0,0
354112,2,0,0,0,0
354113,1,0,1,0,0
354114,1,0,0,0,0
354115,1,0,1,0,0
354116,1,0,0,0,1
354117,2,0,0,0,0
354118,2,0,0,0,0
354119,2,0,0,0,0
354120,1,0,0,0,1
354121,2,0,0,0,0
354122,2,0,0,0,0
354123,1,0,1,0,0
354124,2,0,0,0,0
354125,2,0,0,0,0
354126,0,1,0,0,0
354127,2,0,0,0,0
354128,2,0,0,0,0
354129,1,0,0,0,1
354130,2,0,0,0,0
354131,1,1,0,0,0
354132,1,0,0,0,1
354133,1,0,0,0,1
354134,1,0,0,0,0
354135,1,0,1,0,0
354136,1,0,1,0,0
354137,1,0,1,0,0
354138,1,0,0,0,1
354139,2,0,0,0,0
354140,1,0,0,0,1
354141,1,0,0,0,1
354142,3,1,0,0,0
354143,2,0,0,0,0
354144,0,1,0,0,0
354145,2,0,0,0,0
354146,1,0,0,0,0
354147,2,0,0,0,0
354148,2,0,0,0,0
354149,2,0,0,0,0
354150,2,0,0,0,0
354151,2,1,0,0,0
354152,1,0,0,0,1
354153,2,1,0,0,0
354154,1,0,0,0,0
354155,0,0,1,1,0
354156,2,0,0,0,0
354157,1,0,1,0,0
354158,2,0,0,0,0
354159,1,0,1,0,0
354160,1,0,0,0,1
354161,1,0,0,0,0
354162,1,0,0,0,0
354163,1,0,1,0,0
354164,1,0,0,0,1
354165,2,0,0,0,0
354166,0,1,0,0,0
354167,1,1,0,0,0
354168,1,0,0,0,1
354169,0,1,0,0,0
354170,2,0,0,0,0
354171,1,0,0,0,1
354172,2,0,0,0,0
354173,1,0,1,0,0
354174,2,0,0,0,0
354175,0,0,0,1,1
354176,2,0,0,0,0
354177,1,0,0,0,0
354178,1,0,0,0,1
354179,0,1,0,0,0
354180,1,0,0,0,1
354181,3,0,0,0,0
354182,2,0,0,0,0
354183,1,0,0,0,1
354184,2,0,0,0,0
354185,2,0,0,0,0
354186,0,0,0,1,1
354187,0,0,1,0,1
354188,1,0,0,0,0
354189,2,2,0,0,0
354190,1,0,0,0,1
354191,1,0,0,0,1
354192,2,0,0,0,0
354193,2,0,0,0,0
354194,1,0,0,0,1
354195,0,1,0,0,0
354196,2,0,0,0,0
354197,0,0,1,0,0
354198,1,0,0,0,1
354199,2,0,0,0,0
354200,1,0,0,0,1
354201,2,0,0,0,0
354202,1,0,0,0,0
354203,1,0,0,0,0
354204,1,0,1,0,0
354205,0,2,0,0,0
354206,1,0,2,0,0
354207,2,0,0,0,0
354208,1,0,0,0,0
354209,3,0,0,0,0
354210,1,0,0,0,1
354211,2,0,0,0,0
354212,2,0,0,0,0
354213,2,0,0,0,0
354214,1,0,0,0,0
354215,1,0,0,0,0
354216,1,0,0,0,1
354217,1,0,1,0,0
354218,0,0,0,1,1
354219,2,0,0,0,0
354220,1,0,0,0,1
354221,1,0,0,0,1
354222,1,0,0,0,1
354223,2,0,0,0,0
354224,0,1,0,0,0
354225,1,0,0,0,1
354226,1,0,0,0,0
354227,2,0,0,0,0
354228,1,0,0,0,0
354229,0,0,1,0,1
354230,1,0,1,0,0
354231,1,0,0,0,1
354232,1,0,0,0,0
354233,2,0,0,0,0
354234,1,0,0,0,0
354235,2,0,0,0,0
354236,0,0,1,0,0
354237,0,0,0,0,1
354238,3,0,0,0,0
354239,1,1,0,0,0
354240,2,0,0,0,0
354241,1,0,0,0,1
354242,1,0,0,0,0
354243,1,0,0,0,0
354244,1,0,0,0,0
354245,1,0,1,0,0
354246,1,0,0,0,1
354247,2,0,0,0,0
354248,0,1,0,0,0
354249,0,0,0,0,1
354250,1,0,0,0,1
354251,1,0,1,0,0
354252,2,0,0,0,0
354253,2,0,0,0,0
354254,1,0,0,0,0
354255,1,0,1,0,0
354256,2,0,0,0,0
354257,1,1,0,0,0
354258,1,0,0,0,0
354259,2,0,0,0,0
354260,2,0,0,0,0
354261,1,0,0,0,1
354262,2,0,0,0,0
354263,1,0,0,0,1
354264,0,0,0,0,1
354265,1,0,1,0,0
354266,1,0,0,0,1
354267,0,0,1,0,0
354268,2,0,0,0,0
354269,1,0,0,0,0
354270,1,0,0,0,1
354271,2,0,0,0,0
354272,1,0,1,0,0
354273,0,0,1,0,0
354274,1,0,0,0,1
354275,1,0,0,0,0
354276,2,0,0,0,0
354277,0,0,0,1,0
354278,1,0,0,0,1
354279,1,0,0,0,1
354280,0,0,0,1,0
354281,1,0,0,0,0
354282,1,0,0,0,1
354283,0,1,0,0,1
354284,3,0,0,0,0
354285,1,0,0,0,0
354286,1,0,0,0,0
354287,1,0,1,0,0
354288,0,1,0,0,0
354289,1,0,0,0,1
354290,1,1,0,0,0
354291,3,1,0,0,0
354292,2,0,0,0,0
354293,1,0,0,0,1
354294,1,0,0,0,1
354295,1,0,0,0,1
354296,1,0,0,0,0
354297,1,0,1,0,0
354298,0,0,1,0,1
354299,0,0,0,0,1
354300,0,1,0,0,0
354301,1,1,0,0,0
354302,2,0,0,0,0
354303,2,0,0,0,0
354304,2,0,0,0,0
354305,0,0,1,0,0
354306,1,0,1,0,0
354307,0,1,0,0,0
354308,1,0,0,0,0
354309,1,0,0,0,1
354310,1,0,1,0,0
354311,1,0,0,0,0
354312,1,0,1,0,0
354313,3,0,0,0,0
354314,2,0,0,0,0
354315,1,0,0,0,0
354316,1,0,1,0,0
354317,1,1,0,0,0
354318,1,0,1,0,0
354319,1,0,0,0,0
354320,2,0,0,0,0
354321,1,0,1,0,0
354322,2,0,0,0,0
354323,1,0,0,0,1
354324,0,1,0,0,0
354325,1,0,0,0,1
354326,1,0,0,0,0
354327,2,0,0,0,0
354328,1,0,0,0,1
354329,1,0,0,0,1
354330,1,0,0,0,0
354331,0,0,1,0,1
354332,1,0,1,0,0
354333,1,0,1,0,0
354334,1,0,0,0,1
354335,1,0,0,0,0
354336,1,0,1,0,0
354337,2,0,0,0,0
354338,1,0,1,0,0
354339,1,0,1,0,0
354340,2,0,0,0,0
354341,1,0,0,0,1
354342,1,0,0,0,1
354343,1,0,0,0,1
354344,0,0,1,0,0
354345,1,0,1,0,0
354346,3,0,0,0,0
354347,1,0,1,0,0
354348,1,0,1,0,0
354349,1,0,0,0,0
354350,1,0,0,0,1
354351,2,0,0,0,0
354352,1,0,1,0,0
354353,4,0,0,0,0
354354,1,0,0,0,1
354355,1,0,0,0,0
354356,1,0,1,0,0
354357,1,0,1,0,0
354358,1,1,0,0,0
354359,3,0,0,0,0
354360,1,0,0,0,1
354361,1,0,0,0,0
354362,1,0,0,0,0
354363,2,0,0,0,0
354364,1,0,0,0,1
354365,1,0,0,0,0
354366,1,0,0,0,1
354367,1,0,1,0,0
354368,1,0,1,0,0
354369,1,0,0,0,0
354370,0,0,1,0,0
354371,2,0,0,0,0
354372,1,0,0,0,0
354373,1,0,0,0,1
354374,0,0,2,0,0
354375,1,0,2,0,0
354376,2,0,0,0,0
354377,2,0,0,0,0
354378,1,0,0,0,1
354379,2,0,0,0,0
354380,1,0,1,0,0
354381,1,0,0,0,0
354382,1,0,1,0,0
354383,1,0,0,0,1
354384,1,0,1,0,0
354385,0,1,0,0,0
354386,1,0,0,0,1
354387,2,0,0,0,0
354388,0,1,0,0,0
354389,1,0,0,0,0
354390,1,0,0,0,1
354391,1,0,0,0,0
354392,0,1,1,0,0
354393,0,0,1,0,0
354394,1,0,0,0,0
354395,1,0,0,0,1
354396,0,1,1,0,0
354397,1,0,1,0,0
354398,1,0,0,0,0
354399,1,0,1,0,0
354400,0,1,0,0,0
354401,1,0,0,0,1
354402,2,0,0,0,0
354403,1,0,1,0,0
354404,1,0,0,0,0
354405,1,0,1,0,0
354406,1,0,0,0,1
354407,1,0,1,0,0
354408,1,0,0,0,0
354409,1,0,0,0,0
354410,1,0,1,0,0
354411,0,1,0,0,0
354412,1,0,0,0,0
354413,0,0,1,0,1
354414,1,0,0,0,1
354415,1,0,0,0,0
354416,1,0,1,0,0
354417,1,0,0,0,0
354418,2,0,0,0,0
354419,1,0,0,0,2
354420,1,0,0,0,0
354421,2,0,0,0,0
354422,1,0,0,0,0
354423,1,0,0,0,0
354424,1,0,0,0,0
354425,2,0,0,0,0
354426,0,1,0,0,0
354427,1,0,0,0,0
354428,1,0,0,0,0
354429,2,0,0,0,0
354430,1,0,1,0,0
354431,2,0,0,0,0
354432,2,0,0,0,0
354433,2,0,0,0,0
354434,1,0,1,0,0
354435,2,0,0,0,0
354436,1,0,0,0,1
354437,0,0,1,0,0
354438,3,0,0,0,0
354439,0,0,0,0,1
354440,2,0,0,0,0
354441,1,0,0,0,0
354442,2,0,0,0,0
354443,0,0,2,0,0
354444,1,0,1,0,0
354445,1,1,0,1,0
354446,0,0,0,1,0
354447,2,0,0,0,0
354448,1,0,0,0,1
354449,2,0,0,0,0
354450,2,0,0,0,0
354451,1,0,0,0,0
354452,1,0,0,0,3
354453,2,0,0,0,0
354454,0,1,0,0,0
354455,1,0,0,0,0
354456,1,0,0,0,0
354457,3,0,0,0,0
354458,1,0,0,0,0
354459,1,0,0,0,0
354460,1,0,0,0,1
354461,1,0,0,0,1
354462,1,0,0,0,0
354463,1,0,1,0,0
354464,1,0,0,0,0
354465,1,0,0,0,1
354466,1,1,0,0,0
354467,3,0,0,0,0
354468,0,0,0,0,1
354469,2,0,0,0,0
354470,2,0,0,0,0
354471,1,0,1,0,0
354472,2,0,0,0,0
354473,2,0,0,0,0
354474,1,0,0,0,0
354475,1,0,1,0,0
354476,1,0,1,0,0
354477,1,0,1,0,0
354478,1,0,1,0,0
354479,3,0,0,0,0
354480,1,0,0,0,1
354481,1,0,0,0,1
354482,2,0,0,0,0
354483,3,0,0,0,0
354484,2,0,0,0,0
354485,0,0,1,0,0
354486,1,2,0,0,0
354487,0,1,0,0,0
354488,1,0,1,0,0
354489,2,0,0,0,0
354490,1,0,1,0,0
354491,1,0,0,0,1
354492,0,0,1,0,0
354493,1,0,1,0,0
354494,1,0,0,0,0
354495,1,0,0,0,1
354496,1,0,0,0,1
354497,2,0,0,0,0
354498,1,0,1,0,0
354499,1,0,1,0,0
354500,2,0,0,0,0
354501,0,0,2,0,0
354502,1,0,0,0,0
354503,0,0,1,0,1
354504,1,0,0,0,0
354505,1,0,0,0,1
354506,1,0,1,0,0
354507,1,0,0,0,0
354508,2,0,0,0,0
354509,2,0,0,0,0
354510,1,0,0,0,0
354511,1,0,1,0,0
354512,1,0,0,0,0
354513,1,0,0,0,0
354514,1,0,0,0,0
354515,1,0,0,1,0
354516,1,0,0,0,0
354517,1,0,0,0,0
354518,2,0,0,0,0
354519,1,0,0,0,1
354520,1,0,1,0,0
354521,1,0,0,0,1
354522,1,0,0,0,0
354523,1,0,0,0,0
354524,2,0,0,0,0
354525,1,0,1,0,0
354526,1,0,0,0,1
354527,1,0,0,0,1
354528,1,0,1,0,0
354529,1,0,0,0,0
354530,1,0,1,0,0
354531,1,0,0,0,1
354532,1,0,0,0,1
354533,2,0,0,0,0
354534,2,0,0,0,0
354535,1,0,0,0,1
354536,1,0,1,0,0
354537,1,0,1,0,0
354538,1,0,0,0,1
354539,1,0,0,0,1
354540,1,0,1,0,0
354541,1,0,0,0,0
354542,1,0,0,0,0
354543,1,0,1,0,0
354544,1,0,1,0,0
354545,1,0,0,0,0
354546,1,0,0,0,1
354547,1,0,1,0,0
354548,2,0,0,0,0
354549,1,0,0,0,1
354550,1,0,0,0,0
354551,1,0,0,0,1
354552,1,0,1,0,0
354553,1,0,1,0,0
