id,lat,lon,severity,time_of_day_Night,time_of_day_Morning,time_of_day_Afternoon,time_of_day_Evening,month,day_of_week,risk_level_encoded
353333,51.465049,-0.248533,0,0,0,0,1,5,2,0
353334,51.478052,0.179966,0,0,0,1,0,5,2,0
353335,51.497306,-0.386523,1,0,0,0,1,4,2,2
353336,51.636148,-0.046919,0,0,0,1,0,5,2,1
353337,51.549446,-0.06014,0,0,0,1,0,5,2,2
353338,51.523959,-0.201687,0,0,0,0,1,5,2,2
353339,51.402386,-0.155148,0,0,0,1,0,5,2,1
353340,51.486642,-0.073278,0,0,0,1,0,5,2,2
353341,51.517,-0.125918,0,0,0,0,1,5,2,2
353342,51.53441,-0.225989,0,0,0,0,1,5,2,1
353343,51.592455,-0.074218,0,0,0,0,1,4,1,1
353344,51.548544,-0.042654,0,0,0,0,1,5,2,2
353345,51.617427,-0.265698,0,0,0,1,0,5,2,2
353346,51.491472,-0.280984,0,0,0,1,0,5,2,1
353347,51.487017,-0.101753,0,0,0,0,1,5,2,2
353348,51.53018,-0.09892,0,0,0,0,1,5,2,1
353349,51.405526,0.014008,0,0,0,0,1,5,2,1
353350,51.389043,-0.090202,0,0,1,0,0,4,0,2
353351,51.48697,-0.287375,1,0,0,0,1,5,2,0
353352,51.440209,-0.058312,0,0,0,0,1,5,2,1
353353,51.411044,-0.288402,0,0,0,0,1,5,2,0
353354,51.478634,-0.323445,0,0,0,0,1,5,2,1
353355,51.490794,-0.284394,0,0,0,0,1,5,2,1
353356,51.495769,-0.142319,0,0,0,1,0,5,2,2
353357,51.537918,-0.130524,0,0,0,0,1,4,3,2
353358,51.36449,-0.11836,0,0,0,0,1,5,2,2
353359,51.535259,0.148106,0,0,1,0,0,5,2,0
353360,51.570668,-0.078718,0,0,0,0,1,4,5,2
353361,51.565665,0.145614,0,0,0,0,1,5,2,0
353362,51.47976,-0.057295,0,1,0,0,0,5,3,2
353363,51.539081,0.16572,0,1,0,0,0,5,3,0
353364,51.558471,0.238921,0,0,1,0,0,4,0,0
353365,51.5459,-0.055113,0,0,1,0,0,5,2,2
353366,51.40322,0.10683,0,0,0,1,0,4,0,1
353367,51.514193,-0.151341,0,0,1,0,0,5,3,2
353368,51.449408,-0.073004,0,0,0,1,0,5,2,2
353369,51.546672,-0.143823,0,0,1,0,0,5,3,2
353370,51.531653,-0.307801,0,0,1,0,0,5,3,2
353371,51.468152,-0.025075,0,0,1,0,0,5,2,1
353372,51.417758,-0.136106,0,0,0,1,0,4,2,2
353373,51.52847,-0.089419,0,0,1,0,0,5,3,2
353374,51.52585,-0.083157,0,0,0,0,1,4,1,2
353375,51.463259,-0.210999,0,0,0,0,1,4,6,2
353376,51.467159,-0.369245,0,0,1,0,0,5,3,1
353377,51.468914,-0.359075,0,0,1,0,0,5,3,1
353378,51.613775,-0.086763,0,0,0,0,1,4,1,1
353379,51.476051,-0.076662,0,0,1,0,0,5,3,2
351118,51.547868,-0.277013,0,0,0,0,1,3,4,1
351119,51.594202,-0.069466,0,0,1,0,0,3,6,1
351120,51.540881,0.148067,1,0,1,0,0,3,2,0
351121,51.540035,0.032545,1,0,1,0,0,3,2,2
351122,51.537703,-0.143049,0,0,0,1,0,3,1,2
351123,51.524786,-0.148447,0,0,1,0,0,3,2,2
351124,51.606366,0.043333,0,0,1,0,0,3,2,0
351125,51.565917,-0.134815,0,0,1,0,0,3,2,1
351126,51.643229,-0.102015,0,0,0,0,1,3,4,1
351127,51.556167,-0.194474,0,0,0,1,0,3,2,2
351128,51.473973,-0.048325,0,0,1,0,0,3,0,1
351129,51.609607,-0.066184,0,0,0,1,0,1,6,1
351130,51.387795,0.051159,0,0,0,1,0,3,2,1
351131,51.344557,-0.125925,0,0,1,0,0,3,2,2
351132,51.549991,-0.075247,0,0,0,1,0,3,2,2
351133,51.542491,-0.125721,0,0,0,1,0,3,2,2
351134,51.570574,0.129365,0,0,0,1,0,3,0,0
351135,51.505215,-0.379054,0,0,0,0,1,3,1,2
351136,51.390391,-0.121825,0,0,0,1,0,3,2,2
351137,51.370761,-0.100172,0,1,0,0,0,3,5,2
351138,51.491425,-0.298127,0,0,0,1,0,3,2,1
351139,51.619274,-0.113719,0,0,0,1,0,3,2,1
351140,51.51586,-0.136212,1,0,0,0,1,3,0,2
351141,51.54345,-0.253745,0,0,0,1,0,3,2,1
351142,51.564459,-0.104994,0,0,1,0,0,3,2,1
351143,51.583402,0.010345,0,0,0,1,0,3,2,0
351144,51.547542,-0.141422,0,0,0,0,1,3,2,2
351145,51.490697,-0.223581,0,0,0,1,0,3,2,0
351146,51.393416,-0.093685,0,0,0,0,1,3,2,2
351147,51.479179,-0.403739,0,0,0,0,1,3,2,1
351148,51.521486,-0.113481,0,0,0,0,1,3,1,2
351149,51.490889,-0.265809,0,0,0,1,0,3,2,1
351150,51.500856,-0.092836,0,0,1,0,0,3,2,2
351151,51.52794,0.081255,0,0,0,0,1,3,2,0
351152,51.524305,-0.095403,0,0,1,0,0,3,2,1
351153,51.510773,-0.018981,0,0,0,0,1,3,2,2
351154,51.611333,-0.076048,0,0,0,1,0,3,2,1
351155,51.486699,0.017453,0,0,0,0,1,3,2,0
351156,51.592077,0.214311,0,0,1,0,0,3,2,0
351157,51.469062,-0.358696,0,0,0,0,1,3,2,1
351158,51.358672,-0.213152,0,0,0,0,1,3,2,0
351159,51.495473,-0.227761,0,0,1,0,0,3,4,0
351160,51.461473,-0.111494,0,0,0,0,1,3,2,2
351161,51.531822,-0.455646,0,0,0,1,0,3,2,1
351162,51.460706,-0.115787,0,0,0,1,0,3,2,2
351163,51.581771,0.057732,0,1,0,0,0,1,5,0
351164,51.360669,-0.189762,0,1,0,0,0,3,3,0
351165,51.537908,-0.141772,1,1,0,0,0,3,3,2
351166,51.554447,-0.191369,0,1,0,0,0,3,3,2
351167,51.544851,0.017125,0,1,0,0,0,3,3,2
351168,51.64905,-0.178268,1,0,0,0,1,3,2,2
351169,51.516261,-0.243788,0,1,0,0,0,3,3,0
351170,51.443566,-0.07266,0,0,1,0,0,3,3,2
351171,51.524539,0.225809,0,0,1,0,0,3,4,0
351172,51.507903,-0.131205,1,0,0,0,1,3,1,2
351173,51.532687,0.014843,0,0,1,0,0,3,4,2
349253,51.581701,0.165076,0,0,0,1,0,2,0,0
349254,51.511396,-0.133166,0,0,0,0,1,2,5,2
349255,51.674544,-0.03766,0,0,0,1,0,2,1,1
349256,51.516123,-0.187425,0,0,0,1,0,2,1,2
349257,51.542403,0.035477,1,0,1,0,0,2,2,2
349258,51.460207,0.049538,0,0,0,1,0,2,1,0
349259,51.407415,-0.121357,0,0,0,1,0,2,1,2
349260,51.560808,-0.35792,0,0,0,1,0,2,1,0
349261,51.500296,-0.126156,1,0,0,1,0,2,2,2
349262,51.445443,-0.399979,0,0,0,0,1,2,0,1
349263,51.542608,-0.079035,0,0,0,1,0,2,2,2
349264,51.632937,-0.007811,0,0,1,0,0,2,2,0
349265,51.511369,-0.291865,0,0,0,1,0,2,1,2
349266,51.49837,-0.201269,0,0,0,1,0,2,1,1
349267,51.54311,-0.473016,0,0,0,1,0,2,1,1
349268,51.540801,-0.096185,0,0,0,0,1,2,0,1
349269,51.516699,0.040831,1,0,0,1,0,2,1,2
349270,51.472408,-0.065699,0,1,0,0,0,2,1,2
349271,51.551868,-0.47092,0,0,0,1,0,2,2,1
349272,51.680118,-0.05051,0,0,0,1,0,2,1,1
349273,51.462692,-0.426023,0,0,0,1,0,2,2,1
349274,51.603836,0.178505,1,0,1,0,0,2,2,0
349275,51.522742,-0.331671,0,0,0,0,1,2,1,2
349276,51.390978,-0.264285,0,0,0,0,1,2,1,0
349277,51.524614,-0.15928,1,0,0,0,1,2,2,2
349278,51.506572,-0.257317,0,0,1,0,0,2,1,2
349279,51.494667,-0.125047,0,0,0,0,1,2,2,2
349280,51.548989,-0.12893,0,0,0,0,1,2,2,1
349281,51.540315,-0.196313,0,0,0,0,1,2,1,1
349282,51.417438,-0.051194,0,0,0,0,1,2,2,1
349283,51.445551,-0.329722,0,0,0,0,1,2,1,0
349284,51.547943,-0.191194,1,0,0,0,1,2,1,2
349285,51.460419,0.049764,0,0,0,1,0,2,0,0
349286,51.456255,0.190946,0,1,0,0,0,2,2,0
349287,51.551034,-0.031296,0,1,0,0,0,2,2,2
349288,51.477064,-0.050382,1,1,0,0,0,2,2,1
349289,51.520385,-0.170607,0,0,0,0,1,2,1,2
349290,51.539402,-0.170465,0,0,1,0,0,2,2,2
349291,51.46686,0.007032,1,0,0,1,0,1,1,1
349292,51.350895,-0.040103,0,0,1,0,0,2,2,2
349293,51.522287,-0.157644,1,0,0,1,0,2,2,2
349294,51.480067,-0.181251,0,0,0,1,0,2,1,1
349295,51.596196,-0.091299,1,0,1,0,0,2,2,1
349296,51.509995,-0.01021,0,1,0,0,0,2,1,2
349297,51.473752,-0.216262,1,0,1,0,0,2,2,0
349298,51.602283,0.113895,0,0,1,0,0,2,2,0
349299,51.567562,-0.131948,0,0,0,1,0,2,2,1
349300,51.643419,-0.255081,0,0,0,0,1,1,3,2
349301,51.531572,-0.096037,0,0,0,1,0,2,2,2
349302,51.533826,0.061625,0,0,0,1,0,2,1,2
349303,51.369591,-0.093497,1,0,0,1,0,2,1,2
349304,51.481899,-0.112264,0,0,1,0,0,2,2,2
349305,51.535109,-0.076914,0,0,1,0,0,2,2,2
349306,51.619742,-0.075533,0,0,1,0,0,2,2,1
349307,51.426161,-0.140281,1,0,0,1,0,2,2,2
349308,51.592939,-0.039894,0,0,1,0,0,2,1,0
349309,51.597209,-0.05438,0,0,0,1,0,2,2,1
360538,51.573763,-0.141334,1,0,0,1,0,8,6,1
360539,51.485906,-0.094267,1,0,0,0,1,7,2,2
360540,51.542216,0.147842,0,0,1,0,0,8,4,0
360541,51.477223,-0.189831,1,0,0,0,1,8,6,0
360542,51.577092,0.066108,1,0,0,0,1,8,6,0
360543,51.373491,-0.056092,0,0,0,1,0,8,6,2
360544,51.435503,-0.186086,1,0,0,0,1,8,6,2
360545,51.530883,0.03342,0,0,0,1,0,8,6,2
360546,51.578314,-0.288548,1,0,0,0,1,8,5,1
360547,51.467492,-0.333485,0,0,0,1,0,8,6,1
360548,51.557008,0.146894,0,0,0,0,1,8,6,0
360549,51.513782,-0.013461,0,0,0,0,1,8,3,2
360550,51.376402,-0.017848,0,0,0,0,1,8,6,1
360551,51.548272,0.163301,1,1,0,0,0,8,0,0
360552,51.591556,-0.004814,0,0,0,0,1,8,6,0
360553,51.540927,-0.049643,0,0,0,0,1,8,2,2
360554,51.615807,-0.193437,0,1,0,0,0,8,0,2
360555,51.455461,0.123672,0,0,0,1,0,8,6,0
360556,51.398389,-0.100307,0,0,0,1,0,8,6,2
360557,51.527616,0.056255,0,0,0,0,1,8,6,2
360558,51.510255,-0.045434,0,1,0,0,0,8,6,2
360559,51.364193,-0.185601,0,0,1,0,0,8,0,0
360560,51.515267,-0.142463,0,0,0,1,0,8,2,2
360561,51.548977,-0.129306,0,0,1,0,0,8,0,1
360562,51.413469,-0.105823,1,0,1,0,0,8,0,2
360563,51.55609,-0.215841,0,0,1,0,0,8,0,1
360564,51.573161,-0.229777,0,0,0,1,0,8,4,2
360565,51.503296,-0.285827,0,0,0,1,0,8,3,2
360566,51.465794,-0.298563,0,0,1,0,0,8,0,0
360567,51.536885,-0.056968,0,0,1,0,0,8,2,2
360568,51.515974,-0.375487,0,0,1,0,0,8,4,2
360569,51.51798,-0.062803,0,0,0,1,0,8,6,2
360570,51.592724,0.212942,0,0,0,1,0,8,0,0
360571,51.550204,-0.051064,0,0,1,0,0,8,0,2
360572,51.445277,0.004445,0,0,0,1,0,8,6,1
360573,51.512007,0.178171,0,0,0,1,0,8,5,0
360574,51.491582,-0.148813,0,0,0,1,0,8,0,2
360575,51.573541,-0.015243,0,0,0,1,0,8,0,0
360576,51.509043,-0.067794,0,0,1,0,0,7,0,2
360577,51.497821,-0.16703,0,0,0,1,0,8,3,1
360578,51.613217,-0.276605,0,0,0,0,1,8,4,2
360579,51.616185,-0.08295,1,0,0,1,0,8,0,1
360580,51.55591,-0.105739,0,0,0,1,0,8,0,1
360581,51.481531,-0.349492,0,0,0,1,0,8,0,1
360582,51.467672,-0.28483,0,0,0,1,0,8,0,0
360583,51.372686,0.045584,0,0,0,1,0,8,0,1
360584,51.535502,0.056812,0,0,0,1,0,8,6,2
360585,51.484688,0.003105,0,0,1,0,0,8,0,0
360586,51.511374,-0.010914,0,0,0,1,0,8,0,2
360587,51.547114,-0.367023,0,0,0,1,0,8,0,2
360588,51.454102,-0.147696,0,0,0,0,1,8,0,2
360589,51.581687,-0.091575,0,0,0,0,1,8,0,1
360590,51.550495,-0.295592,0,0,0,1,0,8,1,1
360591,51.555207,-0.21338,0,0,0,0,1,8,0,1
360592,51.53153,-0.080784,0,0,0,1,0,8,0,2
360593,51.477351,-0.014943,0,0,0,1,0,8,6,0
346983,51.449778,-0.017017,0,0,0,0,1,1,6,1
346984,51.518251,-0.291449,1,0,1,0,0,1,2,2
346985,51.510201,-0.409543,0,0,1,0,0,1,2,1
346986,51.579734,-0.003946,0,0,1,0,0,1,2,0
346987,51.404601,0.104003,0,0,1,0,0,1,2,1
346988,51.383867,-0.064678,0,0,1,0,0,1,2,2
346989,51.476204,-0.022654,1,0,0,0,1,1,1,1
346990,51.569355,0.004083,0,0,1,0,0,1,2,0
346991,51.464849,-0.063226,0,0,1,0,0,1,2,2
346992,51.645309,-0.186368,0,0,0,1,0,1,3,2
346993,51.491443,-0.238461,1,0,0,1,0,1,2,0
346994,51.458701,0.03794,0,0,1,0,0,1,2,0
346995,51.498165,-0.472876,0,0,1,0,0,1,2,1
346996,51.524514,-0.116109,0,0,1,0,0,1,2,2
346997,51.557218,-0.074481,0,0,0,1,0,1,2,2
346998,51.600958,-0.251496,1,0,1,0,0,1,2,2
346999,51.567579,0.144723,0,0,1,0,0,1,2,0
347000,51.577738,0.190102,0,0,0,1,0,1,2,0
347001,51.536259,-0.004148,1,0,1,0,0,1,2,2
347002,51.450365,0.120025,0,0,0,1,0,1,2,0
347003,51.45483,-0.312068,1,0,0,1,0,1,2,0
347004,51.551924,0.111891,0,0,0,1,0,1,2,0
347005,51.531859,0.032108,1,0,0,1,0,1,2,2
347006,51.364771,-0.192171,0,0,1,0,0,1,4,0
347007,51.5408,0.192784,0,0,0,1,0,1,5,0
347008,51.508092,-0.274407,0,0,0,1,0,1,2,2
347009,51.543444,-0.057223,0,0,0,1,0,1,2,2
347010,51.610251,-0.205284,0,0,0,1,0,1,2,2
347011,51.543862,-0.136135,0,0,0,1,0,1,2,2
347012,51.53146,-0.423032,0,0,0,1,0,1,2,1
347013,51.435977,-0.391649,0,0,0,1,0,1,2,1
347014,51.634216,-0.06982,0,0,0,1,0,1,2,1
347015,51.378898,-0.200926,0,0,0,1,0,1,2,0
347016,51.528546,-0.092977,0,0,0,1,0,1,3,1
347017,51.456849,0.042047,0,0,0,1,0,1,2,0
347018,51.473399,-0.160824,0,0,0,1,0,1,2,2
347019,51.523023,-0.100069,0,0,0,1,0,1,1,1
347020,51.573382,0.016772,0,0,0,1,0,1,2,0
347021,51.472272,-0.491955,0,1,0,0,0,1,5,1
347022,51.399579,-0.103852,0,0,0,1,0,1,2,2
347023,51.522242,-0.106286,0,0,0,0,1,1,2,1
347024,51.627002,0.007504,0,0,1,0,0,1,0,0
347025,51.507335,-0.132828,0,0,0,1,0,1,2,2
347026,51.484429,-0.21995,0,0,1,0,0,1,2,0
347027,51.469945,-0.197189,0,0,0,0,1,1,2,0
347028,51.362039,-0.091412,1,0,0,1,0,1,2,2
347029,51.585056,-0.27858,0,0,1,0,0,1,1,1
347030,51.402766,-0.192859,0,0,0,1,0,1,2,1
347031,51.547399,-0.275704,0,0,0,1,0,1,2,1
347032,51.469153,-0.002441,0,0,0,1,0,1,1,1
347033,51.522103,-0.157954,1,0,0,0,1,1,2,2
347034,51.447839,-0.222985,0,0,0,0,1,1,2,2
347035,51.521942,-0.157471,0,0,0,0,1,1,1,2
347036,51.423709,-0.216284,0,0,1,0,0,1,2,1
347037,51.377256,-0.029019,0,0,0,0,1,1,2,2
347038,51.498677,-0.468638,1,0,0,1,0,1,2,1
347039,51.440683,-0.388592,0,0,0,0,1,1,2,1
369976,51.462186,-0.068046,0,1,0,0,0,12,2,2
369977,51.566532,0.003483,1,0,0,0,1,12,2,0
369978,51.500031,-0.116903,0,0,0,0,1,12,2,2
369979,51.591867,-0.032823,0,0,0,0,1,12,2,0
369980,51.58259,0.112851,0,0,0,0,1,12,2,0
369981,51.370119,-0.086119,0,0,0,0,1,12,2,2
369982,51.506356,-0.237483,0,1,0,0,0,12,3,0
369983,51.588695,-0.358748,0,0,0,0,1,12,2,0
369984,51.468184,-0.144275,0,0,0,0,1,12,2,2
369985,51.436237,0.022898,1,1,0,0,0,12,3,1
369986,51.600141,-0.007297,0,1,0,0,0,12,3,0
369987,51.55818,-0.362905,0,0,0,0,1,12,2,0
369988,51.55597,0.065497,0,1,0,0,0,12,3,0
369989,51.446313,-0.383443,0,1,0,0,0,12,3,0
369990,51.51317,-0.115295,1,1,0,0,0,12,3,2
369991,51.487261,0.112171,1,1,0,0,0,12,3,0
369992,51.577883,0.207833,0,0,0,1,0,12,2,0
369993,51.595972,-0.072106,0,0,1,0,0,12,3,1
369994,51.541959,0.003816,0,1,0,0,0,12,6,2
369995,51.457386,-0.195669,0,0,0,1,0,12,2,2
369996,51.62721,-0.125815,1,0,0,0,1,12,6,1
369997,51.49832,-0.062124,0,0,1,0,0,12,3,2
369998,51.517282,-0.062473,0,0,1,0,0,12,3,2
369999,51.451162,0.078552,0,0,1,0,0,12,3,0
370000,51.346126,-0.092719,0,0,0,0,1,11,2,2
370001,51.520818,0.003796,0,0,0,0,1,12,2,2
370002,51.597197,-0.109768,0,0,0,1,0,12,4,1
370003,51.430628,-0.128864,0,0,1,0,0,12,3,2
370004,51.546815,0.036193,0,0,1,0,0,12,0,2
370005,51.449868,-0.138167,0,0,1,0,0,12,3,2
370006,51.579646,0.041932,1,0,1,0,0,12,3,0
370007,51.319224,-0.140003,0,0,1,0,0,12,3,2
370008,51.470717,-0.124302,0,0,0,1,0,12,3,2
370009,51.548194,-0.057294,1,0,0,1,0,12,3,2
370010,51.607663,-0.193631,0,0,0,1,0,12,3,2
370011,51.609872,-0.246836,0,0,1,0,0,12,3,2
370012,51.540146,-0.451356,0,0,0,1,0,12,3,1
370013,51.532884,0.108544,0,0,1,0,0,12,3,0
370014,51.499446,-0.104608,0,0,1,0,0,12,2,2
370015,51.462022,-0.376223,0,0,1,0,0,12,3,1
370016,51.408244,-0.285084,0,0,0,0,1,12,0,0
370017,51.474137,-0.092194,0,0,0,0,1,12,2,2
370018,51.497764,-0.1818,0,0,0,1,0,12,2,1
370019,51.380831,-0.112875,0,0,0,1,0,12,3,2
370020,51.553215,-0.169348,0,0,0,1,0,12,1,2
370021,51.477555,-0.20144,0,0,0,1,0,12,2,0
370022,51.45352,-0.212157,0,0,1,0,0,12,2,2
370023,51.488608,-0.181141,0,0,0,0,1,12,2,1
370024,51.525988,0.029425,0,0,0,0,1,11,6,2
370025,51.523295,-0.184243,0,0,0,1,0,12,3,2
370026,51.533192,-0.13696,0,0,0,0,1,12,3,2
370027,51.542739,0.026449,1,0,0,1,0,12,3,2
370028,51.516581,-0.128976,0,0,0,0,1,12,1,2
370029,51.536654,-0.146076,0,0,0,1,0,12,3,2
370030,51.413371,0.112416,0,0,0,1,0,12,3,0
370031,51.540984,0.001913,0,0,0,1,0,12,3,2
370032,51.556363,-0.360965,0,0,0,0,1,12,2,2
365052,51.490293,0.083933,0,0,0,0,1,10,0,0
365053,51.553659,0.206703,0,0,0,0,1,10,0,0
365054,51.501445,-0.294584,0,1,0,0,0,10,1,2
365055,51.391481,-0.309758,1,0,0,0,1,10,0,0
365056,51.454451,0.093873,0,0,1,0,0,10,1,0
365057,51.50667,-0.13395,0,0,0,0,1,10,3,2
365058,51.499391,-0.116843,0,0,0,0,1,10,4,2
365059,51.473005,-0.055033,0,0,1,0,0,10,1,2
365060,51.491038,0.07845,0,0,1,0,0,10,1,0
365061,51.424167,0.003046,0,0,1,0,0,10,1,1
365062,51.497541,0.157555,0,0,1,0,0,10,1,0
365063,51.49138,-0.224131,0,0,0,1,0,10,0,0
365064,51.526016,-0.011011,0,0,1,0,0,10,1,2
365065,51.468769,0.158731,0,0,1,0,0,10,1,0
365066,51.404306,-0.081529,0,0,1,0,0,10,1,2
365067,51.616,-0.087002,0,0,1,0,0,10,1,1
365068,51.516135,-0.072567,1,0,1,0,0,10,1,2
365069,51.598812,-0.131489,0,0,1,0,0,10,1,1
365070,51.459532,-0.125019,0,0,0,0,1,10,0,2
365071,51.542522,-0.173902,0,0,1,0,0,10,0,2
365072,51.517204,-0.250266,0,0,0,1,0,10,0,2
365073,51.532399,-0.455728,0,0,1,0,0,10,5,1
365074,51.630302,-0.149008,0,0,1,0,0,10,0,2
365075,51.367738,-0.132535,0,0,0,1,0,10,0,0
365076,51.522948,-0.19266,0,0,1,0,0,10,3,2
365077,51.468227,-0.177978,0,0,1,0,0,10,2,2
365078,51.489516,-0.131381,0,0,1,0,0,10,0,2
365079,51.493312,-0.225223,0,0,1,0,0,9,0,0
365080,51.592948,-0.23422,0,0,0,1,0,10,3,2
365081,51.331545,-0.124819,1,0,1,0,0,10,1,2
365082,51.467343,-0.108559,1,0,0,0,1,9,2,2
365083,51.493481,-0.242402,0,0,1,0,0,10,1,0
365084,51.52467,-0.034654,0,0,0,1,0,10,1,2
365085,51.394232,-0.253942,0,0,1,0,0,10,1,0
365086,51.576184,-0.220914,0,0,0,0,1,10,0,2
365087,51.606778,-0.403687,0,0,0,0,1,10,5,1
365088,51.464909,0.128819,0,0,1,0,0,10,1,0
365089,51.473403,-0.341952,0,1,0,0,0,10,6,1
365090,51.494785,-0.129076,0,0,0,1,0,9,6,2
365091,51.550452,0.090662,0,0,1,0,0,10,1,0
365092,51.508717,-0.271631,0,0,0,0,1,10,0,2
365093,51.601235,-0.067825,0,0,0,1,0,10,0,1
365094,51.575077,-0.319047,0,0,0,1,0,10,1,1
365095,51.468109,-0.127691,0,0,1,0,0,10,1,2
365096,51.592831,-0.288854,0,0,1,0,0,10,1,0
365097,51.482332,-0.367552,0,0,0,1,0,10,1,1
365098,51.504089,-0.095352,0,0,0,0,1,10,1,2
365099,51.530943,-0.119492,1,0,0,1,0,10,1,2
365100,51.567944,-0.204238,0,0,0,1,0,10,0,2
365101,51.385238,-0.252617,0,0,0,1,0,10,1,0
365102,51.511461,-0.025091,0,0,0,1,0,10,1,2
365103,51.51313,-0.129103,1,1,0,0,0,9,6,2
365104,51.470227,-0.149505,1,0,1,0,0,10,1,2
365105,51.598178,-0.093729,0,0,0,1,0,10,1,1
365106,51.592703,-0.334335,0,0,1,0,0,10,6,0
365107,51.543305,-0.377701,0,0,1,0,0,10,0,2
365108,51.437465,0.017873,0,0,0,0,1,10,1,1
719767,51.545706,0.108127,0,0,1,0,0,2,6,0
719768,51.387423,-0.120696,0,0,1,0,0,2,6,2
719769,51.479737,-0.114859,0,1,0,0,0,2,6,2
719770,51.541549,0.017758,0,1,0,0,0,2,0,2
719771,51.651451,-0.05654,0,0,0,1,0,2,6,1
719772,51.359618,-0.313301,1,0,1,0,0,2,6,0
719773,51.558364,-0.056731,0,0,0,1,0,2,6,2
719774,51.476232,-0.148239,1,0,1,0,0,2,6,2
719775,51.525867,0.029174,0,1,0,0,0,2,6,2
719776,51.502779,-0.158575,0,0,0,1,0,2,6,2
719777,51.582899,0.024988,0,0,0,1,0,2,6,0
719778,51.462898,-0.115106,1,1,0,0,0,2,0,2
719779,51.532116,-0.264401,0,1,0,0,0,2,6,2
719780,51.502037,-0.190073,0,0,0,1,0,2,6,1
719781,51.604884,-0.016519,0,0,1,0,0,2,0,0
719782,51.535484,-0.166008,1,0,1,0,0,2,0,2
719783,51.476099,-0.205068,0,0,1,0,0,2,5,0
719784,51.507883,-0.291447,0,0,0,1,0,2,4,2
719785,51.495331,-0.4542,0,0,0,1,0,2,6,1
719786,51.413577,-0.052063,0,0,0,0,1,2,6,1
719787,51.464071,0.096977,0,0,0,0,1,2,6,0
719788,51.533172,0.029485,1,0,0,1,0,2,6,2
719789,51.492685,-0.266893,0,0,1,0,0,2,6,1
719790,51.603766,-0.096744,0,0,0,0,1,2,6,1
719791,51.524235,-0.094973,0,0,0,0,1,2,0,1
719792,51.557554,0.067459,2,0,0,0,1,2,6,0
719793,51.531663,0.06343,0,0,1,0,0,2,0,2
719794,51.616018,-0.086467,0,0,0,1,0,2,4,1
719795,51.523161,-0.219478,0,0,0,1,0,2,0,1
719796,51.518685,-0.197845,0,0,0,0,1,2,0,2
719797,51.551626,-0.22868,0,0,0,0,1,2,6,1
719798,51.444341,0.081337,0,1,0,0,0,2,6,0
719799,51.56126,-0.183596,0,0,0,0,1,2,6,2
719800,51.603806,-0.257337,1,0,0,0,1,2,0,2
719801,51.559887,-0.242223,1,0,0,0,1,2,6,1
719802,51.344143,-0.017201,0,0,0,1,0,2,6,2
719803,51.491505,-0.047057,0,0,0,1,0,2,0,2
719804,51.608646,-0.021526,0,0,0,1,0,2,5,0
719805,51.5664,0.110556,0,0,0,0,1,2,6,0
719806,51.481291,0.07635,0,1,0,0,0,2,0,0
719807,51.428036,-0.085814,1,1,0,0,0,2,0,2
719808,51.571108,0.083601,0,0,1,0,0,2,0,0
719809,51.530762,-0.294714,0,0,1,0,0,2,0,2
719810,51.51282,0.181813,0,0,0,1,0,2,0,0
719811,51.401778,-0.197556,0,0,1,0,0,2,0,1
719812,51.336252,-0.119444,0,0,1,0,0,2,0,2
719813,51.429954,-0.401686,0,0,1,0,0,2,0,1
719814,51.410838,-0.122856,0,0,1,0,0,2,0,2
719815,51.52292,-0.07773,1,0,1,0,0,2,0,2
719816,51.565085,-0.134532,0,0,1,0,0,2,0,1
719817,51.464276,-0.103532,0,0,1,0,0,2,0,2
719818,51.473479,-0.160763,1,0,0,1,0,2,0,2
719819,51.407201,-0.223526,0,0,0,1,0,2,4,1
719820,51.531826,0.128292,0,0,1,0,0,2,0,0
719821,51.474969,-0.04016,1,0,0,0,1,1,0,1
719822,51.424555,-0.209203,0,0,0,0,1,2,2,1
353380,51.399111,-0.202534,1,0,1,0,0,5,3,1
353381,51.480835,-0.437178,0,0,0,0,1,5,2,1
353382,51.565227,-0.103548,0,0,0,1,0,5,2,2
353383,51.548155,-0.477852,1,0,1,0,0,5,3,1
353384,51.513073,-0.140765,0,0,0,0,1,4,1,2
353385,51.475083,-0.027066,0,0,1,0,0,5,3,1
353386,51.455106,-0.037024,0,0,0,1,0,5,2,1
353387,51.406482,-0.164013,0,0,0,1,0,4,4,1
353388,51.376689,-0.085385,0,0,1,0,0,5,3,2
353389,51.551268,0.02517,0,0,0,1,0,4,0,2
353390,51.371283,0.13476,0,0,1,0,0,2,5,1
353391,51.461165,-0.187688,0,0,1,0,0,5,3,2
353392,51.531847,-0.10916,1,0,1,0,0,5,3,1
353393,51.464848,-0.157396,0,0,0,0,1,4,2,2
353394,51.521232,0.058288,0,0,1,0,0,5,3,2
353395,51.426194,-0.007135,0,0,1,0,0,5,3,1
353396,51.525883,0.029276,0,0,1,0,0,4,6,2
353397,51.388506,-0.120939,0,0,1,0,0,5,3,2
353398,51.534721,-0.13759,1,0,0,0,1,4,0,2
353399,51.430225,-0.266999,0,0,0,0,1,5,2,0
353400,51.683201,-0.053719,0,0,0,1,0,5,3,1
353401,51.545731,-0.141741,0,0,0,1,0,5,3,2
353402,51.596239,-0.215756,0,0,0,1,0,4,2,2
353403,51.432023,-0.128879,0,0,0,1,0,3,5,2
