id,casualty_age_0-23,casualty_age_24-30,casualty_age_31-38,casualty_age_39-50,casualty_age_50+
717009,0,0,0,2,0
717010,1,0,0,0,0
717011,0,0,0,1,0
717012,0,0,1,0,0
717013,0,1,0,0,0
717014,0,0,0,1,0
717015,1,0,0,0,0
717016,1,0,0,0,3
717017,1,0,0,0,0
717018,1,0,0,1,0
717019,0,1,0,0,0
717020,0,1,0,0,0
717021,0,0,0,1,1
717022,0,0,0,1,0
717023,1,0,0,0,0
717024,0,1,1,0,0
717025,1,1,0,0,0
717026,0,0,0,1,0
717027,1,0,0,0,0
717028,1,0,0,0,0
717029,0,1,0,0,0
717030,0,0,0,1,0
717031,0,1,0,0,0
717032,0,0,0,0,1
717033,1,0,1,0,0
717034,0,0,0,1,1
717035,0,0,0,1,0
717036,0,0,0,1,0
717037,0,0,1,0,0
717038,1,0,0,0,0
717039,0,1,0,0,0
717040,0,0,0,0,1
717041,0,0,0,0,1
717042,1,0,0,0,0
717043,0,1,0,0,0
717044,0,0,0,1,0
717045,0,0,0,1,0
717046,0,1,0,0,0
717047,0,0,0,1,0
717048,0,1,0,0,0
717049,0,0,0,1,0
717050,1,0,0,0,0
717051,0,0,1,0,0
717052,1,1,0,0,0
717053,0,0,0,1,0
717054,0,0,0,0,1
717055,0,0,1,0,0
717056,0,0,1,0,0
717057,0,1,0,0,0
717058,0,1,0,0,0
717059,1,0,0,0,1
717060,0,1,0,0,1
717061,1,0,0,0,0
717062,0,0,0,0,0
717063,1,0,0,0,0
717064,5,0,0,1,0
717065,0,0,0,0,1
717066,0,0,1,0,0
717067,0,1,0,0,0
717068,0,0,0,1,0
717069,0,0,1,0,0
717070,0,1,0,0,0
717071,3,1,0,0,0
717072,0,1,0,0,0
717073,0,0,1,0,0
717074,0,0,1,0,0
717075,0,0,0,1,0
717076,0,0,0,1,0
717077,0,2,0,1,0
717078,0,0,0,0,2
717079,0,1,0,0,0
717080,0,1,0,0,0
717081,0,1,0,0,0
717082,0,0,0,0,1
717083,0,0,0,1,0
717084,0,0,0,0,1
717085,0,0,0,1,0
717086,0,0,1,0,0
717087,0,0,0,0,0
717088,0,0,1,0,0
717089,0,0,1,0,0
717090,0,1,0,0,0
717091,1,0,0,0,0
717092,1,0,0,0,0
717093,0,0,0,0,2
717094,0,0,0,0,1
717095,0,1,0,0,0
717096,0,0,1,0,0
717097,0,0,0,0,1
717098,1,0,0,0,0
717099,0,1,0,0,0
717100,0,0,0,0,1
717101,0,0,1,0,0
717102,1,0,0,0,0
717103,0,1,0,0,0
717104,0,0,0,0,1
717105,0,0,0,0,1
717106,1,0,0,1,0
717107,1,0,0,0,0
717108,0,0,1,0,0
717109,0,0,1,0,0
717110,0,0,1,0,0
717111,0,0,0,1,0
717112,0,1,0,0,0
717113,0,1,1,0,1
717114,0,0,1,0,0
717115,0,0,0,1,0
717116,0,0,1,0,0
717117,1,0,0,0,0
717118,1,0,0,0,0
717119,1,0,0,0,0
717120,0,1,0,0,0
717121,0,0,0,1,0
717122,1,0,0,0,0
717123,1,1,0,0,0
717124,0,0,0,0,1
717125,0,0,1,0,0
717126,0,0,0,1,0
717127,0,0,1,0,0
717128,1,0,0,0,0
717129,0,0,0,0,1
717130,0,0,0,1,0
717131,0,1,0,0,0
717132,0,1,0,0,0
717133,0,0,0,1,0
717134,0,0,0,0,0
717135,1,0,0,0,0
717136,0,0,1,0,0
717137,0,0,0,1,0
717138,0,0,0,0,1
717139,0,0,0,1,0
717140,0,0,1,0,0
717141,0,0,0,0,1
717142,0,0,0,1,0
717143,1,0,0,0,0
717144,1,0,0,0,0
717145,0,0,0,1,0
717146,0,1,0,0,0
717147,1,0,0,0,0
717148,0,1,0,0,0
717149,0,2,0,0,0
717150,1,0,0,0,1
717151,0,1,0,0,0
717152,0,0,0,1,0
717153,0,1,0,1,0
717154,0,1,0,0,0
717155,1,0,0,0,0
717156,0,0,3,0,0
717157,0,0,0,1,0
717158,1,0,0,0,0
717159,1,0,0,0,0
717160,0,0,0,0,1
717161,0,1,0,0,0
717162,0,0,0,1,0
717163,2,1,0,1,0
717164,0,0,0,0,4
717165,1,0,0,0,0
717166,0,1,0,0,0
717167,0,0,1,0,0
717168,0,1,0,1,0
717169,0,0,0,0,1
717170,0,0,0,1,0
717171,0,0,0,2,0
717172,1,0,0,0,0
717173,0,0,1,0,0
717174,0,0,1,0,0
717175,0,0,1,0,0
717176,0,0,1,0,0
717177,0,0,1,0,0
717178,0,0,0,0,1
717179,0,0,1,0,0
717180,1,0,0,0,0
717181,0,1,0,0,0
717182,0,0,0,0,1
717183,0,1,0,0,0
717184,0,1,0,0,0
717185,0,0,0,0,1
717186,1,0,0,0,0
717187,0,0,1,0,0
717188,0,1,0,0,0
717189,0,1,0,0,0
717190,1,0,0,0,0
717191,1,0,0,0,0
717192,0,0,1,0,0
717193,0,0,1,0,0
717194,0,0,1,0,0
717195,0,0,1,0,0
717196,0,0,0,1,0
717197,0,0,0,0,1
717198,0,0,1,1,0
717199,0,0,0,1,0
717200,0,0,0,0,1
717201,0,1,0,0,0
717202,1,0,0,0,0
717203,0,0,1,0,0
717204,1,0,0,0,0
717205,2,1,0,0,1
717206,1,0,0,0,0
717207,0,0,0,1,0
717208,0,1,0,0,0
717209,0,0,1,0,0
717210,0,0,0,1,0
717211,0,0,1,0,0
717212,0,0,1,0,0
717213,0,1,0,0,0
717214,0,0,1,0,0
717215,0,0,1,0,0
717216,1,0,0,0,0
717217,1,0,0,0,0
717218,0,0,0,1,0
717219,1,0,0,0,0
717220,0,0,0,0,1
717221,0,1,0,0,0
717222,1,0,0,2,0
717223,0,0,0,0,1
717224,1,0,1,0,0
717225,0,0,1,0,0
717226,0,0,1,0,0
717227,0,1,0,0,0
717228,1,0,0,1,0
717229,0,1,0,0,0
717230,2,0,0,0,1
717231,0,0,0,1,0
717232,0,1,0,0,0
717233,0,0,0,0,1
717234,0,0,1,0,0
717235,0,0,1,0,0
717236,0,0,0,0,0
717237,0,0,0,0,1
717238,0,0,0,1,0
717239,0,0,0,1,0
717240,0,0,1,0,0
717241,0,1,0,0,0
717242,0,0,0,0,1
717243,0,0,1,0,0
717244,1,0,0,0,0
717245,0,0,1,0,0
717246,1,0,0,0,0
717247,0,0,0,0,1
717248,0,0,0,0,1
717249,0,0,1,0,0
717250,1,0,0,0,0
717251,0,0,0,0,1
717252,0,0,0,0,1
717253,0,0,0,0,1
717254,0,0,0,1,0
717255,0,0,1,0,0
717256,1,0,0,0,0
717257,0,1,0,0,0
717258,1,0,0,0,0
717259,0,0,0,1,0
717260,0,1,0,0,0
717261,0,0,0,0,0
717262,1,0,0,0,0
717263,1,0,0,0,0
717264,0,1,0,0,0
717265,0,0,1,0,0
717266,0,0,0,1,0
717267,0,0,0,1,0
717268,1,0,0,0,0
717269,0,1,0,0,0
717270,1,0,0,0,0
717271,0,1,0,0,0
717272,0,0,0,0,1
717273,0,0,0,1,0
717274,0,1,0,0,0
717275,0,0,0,1,0
717276,0,1,1,0,1
717277,1,0,0,1,0
717278,0,0,1,0,0
717279,0,0,0,1,0
717280,0,0,1,0,0
717281,0,0,0,0,1
717282,1,0,0,0,0
717283,0,0,1,0,0
717284,0,1,1,0,0
717285,0,1,0,0,0
717286,0,0,0,1,0
717287,0,0,0,1,0
717288,0,0,1,0,0
717289,0,0,1,0,0
717290,1,0,0,0,0
717291,0,1,0,0,0
717292,0,1,0,0,0
717293,1,0,0,0,0
717294,0,0,0,1,0
717295,0,1,0,0,0
717296,0,0,0,1,0
717297,0,0,0,1,0
717298,0,1,0,0,0
717299,0,1,0,0,0
717300,0,0,0,0,1
717301,0,0,1,0,0
717302,0,1,0,0,0
717303,1,0,0,0,0
717304,0,1,0,0,0
717305,1,0,0,0,0
717306,1,0,0,0,0
717307,0,1,0,0,0
717308,0,0,0,0,0
717309,0,0,1,0,0
717310,0,0,1,0,0
717311,0,0,0,1,0
717312,0,0,1,0,0
717313,1,0,0,0,0
717314,0,1,0,0,0
717315,0,0,1,0,0
717316,0,1,0,0,1
717317,3,0,0,0,0
717318,0,0,0,1,0
717319,0,0,1,1,0
717320,3,0,1,0,0
717321,0,0,1,0,0
717322,0,0,0,0,1
717323,1,0,0,0,0
717324,0,1,0,0,0
717325,0,0,0,0,1
717326,0,0,0,0,1
717327,1,0,0,0,0
717328,0,0,0,0,1
717329,0,0,1,0,0
717330,1,0,0,0,0
717331,0,0,0,0,1
717332,0,0,0,1,0
717333,1,0,0,0,0
717334,0,0,0,1,0
717335,1,0,0,0,0
717336,0,0,0,0,1
717337,0,0,0,1,1
717338,0,1,0,0,0
717339,0,1,0,0,0
717340,0,0,1,0,0
717341,0,1,0,1,0
717342,0,0,0,1,0
717343,0,0,0,0,1
717344,0,0,0,0,1
717345,1,0,0,0,0
717346,0,2,0,0,0
717347,0,0,1,0,0
717348,1,1,0,0,0
717349,0,1,0,0,0
717350,1,0,0,0,0
717351,0,1,0,0,0
717352,1,0,0,0,0
717353,0,0,1,0,0
717354,0,0,0,1,0
717355,0,0,0,1,0
717356,0,0,0,0,1
717357,0,0,1,0,0
717358,1,0,0,0,0
717359,0,1,0,1,1
717360,0,0,1,0,0
717361,0,1,0,0,0
717362,0,0,1,0,0
717363,0,0,0,1,0
717364,1,0,0,0,0
717365,1,0,0,0,0
717366,0,0,0,0,1
717367,0,0,0,1,0
717368,0,0,1,0,0
717369,0,0,1,0,1
717370,0,0,0,1,0
717371,1,0,0,0,0
717372,0,2,0,0,0
717373,0,0,0,0,1
717374,0,0,1,0,0
717375,0,0,1,0,1
717376,0,1,0,0,0
717377,0,1,0,0,0
717378,0,0,1,0,0
717379,0,0,1,0,0
717380,0,0,0,1,0
717381,0,0,1,0,0
717382,0,0,0,0,1
717383,0,0,0,1,0
717384,1,0,0,0,0
717385,0,0,1,0,0
717386,0,0,0,0,0
717387,0,1,0,0,0
717388,0,0,0,0,1
717389,0,0,0,1,0
717390,0,2,0,0,0
717391,0,0,1,0,0
717392,0,0,0,0,1
717393,0,0,0,0,1
717394,0,1,0,0,0
717395,0,0,0,0,1
717396,0,0,1,0,0
717397,0,0,0,0,1
717398,1,0,0,0,0
717399,0,0,0,1,0
717400,0,0,0,1,0
717401,0,0,1,0,0
717402,0,0,2,0,0
717403,0,1,0,0,0
717404,0,0,0,0,1
717405,0,0,0,1,1
717406,1,0,0,0,0
717407,1,0,0,0,0
717408,1,0,0,0,0
717409,0,0,0,1,0
717410,0,0,1,0,0
717411,1,0,0,0,0
717412,0,1,0,0,0
717413,0,0,0,1,0
717414,1,0,0,0,0
717415,0,0,0,1,0
717416,2,0,0,0,0
717417,0,0,0,1,0
717418,0,1,0,0,0
717419,0,1,0,1,0
717420,0,1,0,0,0
717421,1,0,0,0,0
717422,1,0,0,0,0
717423,0,0,0,0,1
717424,0,0,1,0,0
717425,0,1,0,0,0
717426,0,0,0,1,0
717427,0,0,0,0,1
717428,0,1,0,0,0
717429,0,0,0,0,1
717430,1,0,0,0,0
717431,0,0,1,1,0
717432,0,1,0,0,0
717433,0,0,0,1,0
717434,0,0,0,0,1
717435,0,1,0,1,0
717436,0,0,0,0,1
717437,0,0,1,0,0
717438,1,0,0,0,0
717439,0,0,0,0,1
717440,1,0,0,0,0
717441,0,1,0,0,0
717442,0,0,0,0,1
717443,1,0,0,0,0
717444,0,1,0,0,0
717445,1,0,0,0,0
717446,0,0,0,1,0
717447,0,0,1,0,0
717448,0,3,0,0,0
717449,0,0,0,0,1
717450,0,0,0,0,1
717451,0,0,1,0,0
717452,0,0,0,0,1
717453,0,1,0,0,0
717454,0,1,0,0,0
717455,1,0,0,0,0
717456,0,1,0,0,0
717457,0,0,0,1,0
717458,1,0,0,0,0
717459,0,0,0,0,1
717460,0,1,0,0,0
717461,0,0,0,1,0
717462,0,0,1,0,0
717463,0,0,1,0,0
717464,1,0,0,0,0
717465,0,1,1,0,0
717466,0,0,0,0,1
717467,0,0,0,0,1
717468,1,0,0,0,0
717469,2,0,0,1,0
717470,3,0,0,1,0
717471,1,0,0,0,0
717472,1,0,0,0,0
717473,1,0,0,0,0
717474,0,0,0,1,0
717475,1,0,0,0,0
717476,0,1,0,0,0
717477,1,0,0,0,0
717478,0,1,0,0,0
717479,1,0,0,0,0
717480,0,2,0,1,0
717481,1,0,0,0,0
717482,0,0,0,0,1
717483,1,0,0,0,1
717484,0,1,0,0,0
717485,0,1,0,0,0
717486,0,1,0,0,0
717487,1,0,0,0,0
717488,0,0,0,0,1
717489,0,0,1,0,0
717490,0,0,0,1,0
717491,0,1,0,1,0
717492,0,0,0,0,1
717493,0,0,1,0,0
717494,1,0,0,0,0
717495,0,0,0,1,0
717496,0,0,0,0,1
717497,0,0,0,1,0
717498,0,0,1,0,0
717499,0,1,0,0,0
717500,0,0,0,1,0
717501,0,0,1,0,0
717502,0,0,1,0,0
717503,0,0,1,0,0
717504,0,0,1,0,0
717505,1,0,0,0,0
717506,0,1,0,0,0
717507,0,0,0,0,1
717508,0,0,0,1,0
717509,0,1,0,0,0
717510,0,1,0,0,0
717511,0,1,0,0,0
717512,0,0,0,0,1
717513,0,0,0,0,1
717514,0,0,0,0,1
717515,0,0,0,0,1
717516,0,0,0,0,1
717517,0,0,0,1,0
717518,0,0,0,0,1
717519,0,0,0,1,0
717520,0,0,1,0,0
717521,0,0,1,0,0
717522,0,0,0,0,1
717523,0,0,0,1,0
717524,0,0,0,1,0
717525,1,0,0,0,0
717526,0,0,0,0,1
717527,0,1,0,0,0
717528,1,0,0,0,0
717529,0,0,1,0,0
717530,0,1,0,0,0
717531,1,0,0,0,0
717532,0,0,1,0,0
717533,0,0,1,0,0
717534,0,0,1,0,0
717535,1,0,0,0,0
717536,0,1,0,0,0
717537,0,0,0,0,1
717538,0,0,0,0,1
717539,0,0,0,1,0
717540,0,0,0,1,0
717541,0,0,1,0,0
717542,0,0,0,1,0
717543,0,0,1,0,0
717544,0,0,0,1,0
717545,0,0,0,1,0
717546,0,1,0,0,0
717547,1,0,0,0,0
717548,0,1,0,0,0
717549,0,1,0,0,0
717550,0,0,1,0,0
717551,0,1,0,0,0
717552,1,0,0,0,0
717553,1,0,0,0,0
717554,1,0,0,0,0
717555,1,0,0,1,0
717556,0,0,0,0,1
717557,0,1,0,0,0
717558,0,0,0,0,1
717559,1,0,0,0,1
717560,0,1,0,0,0
717561,1,0,0,0,1
717562,0,0,1,0,0
717563,0,0,1,0,0
717564,0,1,0,0,0
717565,0,0,0,1,0
717566,1,0,0,0,0
717567,2,0,0,0,0
717568,0,0,1,1,0
717569,0,1,0,0,0
717570,0,0,0,1,0
717571,0,1,0,0,0
717572,0,1,0,0,0
717573,1,0,0,0,0
717574,0,1,0,0,0
717575,0,0,1,0,0
717576,0,0,1,0,0
717577,1,0,0,0,0
717578,0,0,0,0,1
717579,0,0,0,0,1
717580,0,1,0,0,1
717581,0,0,1,0,0
717582,0,1,0,0,0
717583,0,0,0,0,1
717584,0,0,0,1,0
717585,0,0,1,0,0
717586,0,0,0,0,1
717587,0,0,0,0,1
717588,0,0,0,0,1
717589,0,0,0,1,0
717590,0,0,0,0,1
717591,0,0,0,0,1
717592,1,0,0,0,0
717593,0,0,0,0,1
717594,0,0,0,0,1
717595,0,1,0,0,0
717596,0,0,1,0,0
717597,1,0,0,0,0
717598,0,0,0,1,0
717599,1,0,0,2,2
717600,0,0,0,0,1
717601,0,0,0,0,1
717602,0,0,0,0,1
717603,0,1,0,0,0
717604,0,0,1,0,0
717605,0,0,0,0,1
717606,0,0,1,0,0
717607,0,0,0,0,1
717608,1,0,0,0,0
717609,0,0,0,1,0
717610,1,0,0,0,0
717611,1,0,0,0,0
717612,0,0,0,0,1
717613,0,0,0,0,1
717614,0,0,0,3,0
717615,1,0,0,0,0
717616,0,0,0,0,2
717617,0,0,0,1,0
717618,0,0,0,0,1
717619,0,0,0,1,0
717620,0,0,1,0,0
717621,0,0,1,0,0
717622,0,1,0,0,0
717623,0,0,1,0,0
717624,0,0,0,0,1
717625,0,0,1,0,0
717626,0,0,0,1,0
717627,0,0,0,1,0
717628,0,0,1,0,1
717629,0,0,0,0,1
717630,1,0,1,0,0
717631,0,0,0,1,0
717632,1,0,0,0,0
717633,0,0,0,0,1
717634,0,0,1,1,0
717635,0,0,0,1,0
717636,0,1,0,0,0
717637,0,0,0,0,1
717638,1,0,0,0,0
717639,0,0,0,1,0
717640,0,0,0,0,1
717641,0,0,0,1,0
717642,0,0,0,0,1
717643,0,0,1,0,0
717644,1,0,0,0,0
717645,0,0,1,1,0
717646,0,0,0,0,1
717647,0,0,1,0,0
717648,0,0,1,0,0
717649,0,0,0,0,1
717650,0,0,0,0,1
717651,1,0,0,0,0
717652,0,0,1,0,0
717653,0,0,1,0,0
717654,0,0,1,0,0
717655,0,0,1,0,0
717656,0,0,1,0,0
717657,0,1,0,0,0
717658,0,0,0,0,1
717659,1,0,0,0,0
717660,0,0,0,1,0
717661,1,0,0,2,0
717662,0,0,0,0,1
717663,0,0,0,1,0
717664,0,1,0,0,0
717665,1,0,0,0,0
717666,0,0,0,1,0
717667,0,0,0,1,0
717668,1,0,0,0,1
717669,0,0,0,1,0
717670,0,0,0,2,0
717671,0,1,1,0,1
717672,1,0,0,0,0
717673,0,1,0,0,0
717674,0,0,0,0,1
717675,1,0,1,0,0
717676,0,0,0,1,0
717677,0,0,1,0,0
717678,0,0,0,1,0
717679,0,0,1,0,0
717680,0,0,0,1,0
717681,1,0,0,0,0
717682,0,1,0,0,0
717683,0,0,0,1,0
717684,0,0,0,0,1
717685,0,0,0,1,0
717686,0,0,0,0,1
717687,0,1,1,0,0
717688,0,0,0,0,1
717689,1,0,0,0,0
717690,0,0,1,0,0
717691,1,0,0,0,0
717692,1,0,0,0,0
717693,0,1,0,0,0
717694,0,0,0,1,0
717695,0,0,0,0,1
717696,0,0,1,0,0
717697,1,0,0,0,0
717698,2,0,0,0,0
717699,0,0,0,0,1
717700,0,0,1,0,0
717701,0,0,1,0,0
717702,0,0,0,0,1
717703,0,0,0,0,0
717704,0,0,1,0,0
717705,0,0,1,0,0
717706,0,0,0,0,0
717707,1,0,0,0,0
717708,0,0,1,0,0
717709,0,0,0,1,0
717710,0,1,0,0,0
717711,0,0,0,1,0
717712,0,0,0,0,1
717713,0,0,0,1,0
717714,0,0,0,0,1
717715,0,0,1,0,0
717716,0,0,0,0,1
717717,0,0,0,1,0
717718,0,0,0,1,0
717719,0,0,0,1,0
717720,0,0,0,0,1
717721,0,0,0,0,1
717722,0,0,1,0,0
717723,1,0,0,0,0
717724,0,0,0,0,1
717725,0,0,0,0,1
717726,0,0,1,0,0
717727,0,2,0,0,0
717728,0,0,1,1,0
717729,0,0,0,1,0
717730,0,0,1,0,0
717731,0,1,0,0,0
717732,0,1,0,0,0
717733,1,0,0,0,0
717734,0,0,0,0,1
717735,1,1,0,0,1
717736,0,0,1,0,0
717737,0,0,1,0,0
717738,0,0,0,1,0
717739,0,0,1,0,0
717740,0,0,1,0,0
717741,0,0,1,0,0
717742,0,1,0,0,0
717743,0,0,1,1,0
717744,0,1,0,0,0
717745,0,0,0,0,1
717746,1,0,0,0,0
717747,0,0,0,0,1
717748,1,0,0,0,0
717749,0,0,0,0,1
717750,0,1,0,0,0
717751,0,1,0,0,0
717752,0,0,0,1,0
717753,0,0,1,0,0
717754,0,0,0,1,0
717755,1,0,0,0,0
717756,0,0,0,1,0
717757,0,0,0,0,1
717758,0,0,0,0,1
717759,0,0,0,1,0
717760,1,0,0,0,0
717761,0,0,1,0,0
717762,0,1,0,0,0
717763,1,0,0,1,0
717764,0,0,0,0,1
717765,0,0,1,0,0
717766,0,0,0,0,1
717767,0,0,0,1,0
717768,0,0,1,0,0
717769,0,0,1,0,0
717770,0,1,0,0,0
717771,1,0,0,0,0
717772,0,0,0,0,1
717773,1,0,0,0,0
717774,0,1,0,0,0
717775,0,0,0,0,1
717776,1,0,0,0,0
717777,0,0,0,2,0
717778,0,0,0,0,1
717779,0,0,1,0,0
717780,0,0,0,1,0
717781,0,0,0,1,0
717782,0,0,1,0,0
717783,1,0,0,0,0
717784,0,0,0,0,1
717785,0,0,1,0,1
717786,0,0,0,1,0
717787,0,1,0,0,0
717788,1,0,0,0,0
717789,1,0,0,0,0
717790,1,0,0,0,0
717791,0,0,1,0,1
717792,1,0,0,0,0
717793,1,0,0,0,0
717794,0,0,0,0,1
717795,2,1,0,0,0
717796,0,0,0,1,0
717797,0,0,0,0,1
717798,0,0,1,0,0
717799,1,0,0,0,0
717800,0,1,0,0,0
717801,0,0,1,1,1
717802,0,2,0,0,0
717803,1,0,0,0,0
717804,0,0,1,0,0
717805,0,0,0,0,1
717806,0,0,0,0,1
717807,0,0,1,0,0
717808,1,0,0,0,0
717809,0,0,1,0,0
717810,1,0,0,0,0
717811,0,1,0,0,0
717812,0,0,0,0,1
717813,0,0,0,1,0
717814,1,0,0,0,0
717815,0,0,1,0,0
717816,0,0,1,0,0
717817,0,0,1,0,0
717818,0,0,0,0,1
717819,0,0,0,1,0
717820,0,0,0,0,1
717821,1,0,0,1,0
717822,0,0,0,1,0
717823,2,0,0,1,2
717824,0,0,1,0,0
717825,0,0,0,0,1
717826,0,1,0,0,0
717827,0,0,0,0,1
717828,1,0,0,0,0
717829,0,0,0,0,1
717830,0,0,0,0,1
717831,0,0,1,0,2
717832,1,0,0,0,0
717833,0,0,1,0,0
717834,0,0,1,0,0
717835,2,0,0,0,0
717836,0,0,0,1,0
717837,0,0,1,0,0
717838,0,0,0,1,0
717839,0,0,0,0,1
717840,0,0,0,1,0
717841,2,0,0,0,0
717842,1,0,0,0,0
717843,0,0,0,1,0
717844,0,0,0,1,0
717845,0,1,1,0,0
717846,0,0,0,1,0
717847,0,0,0,1,0
717848,1,1,0,1,0
717849,0,0,0,1,0
717850,0,0,1,0,0
717851,0,1,0,0,0
717852,0,0,1,0,0
717853,1,0,0,0,0
717854,0,0,1,0,0
717855,0,0,0,0,1
717856,1,0,0,0,0
717857,0,1,0,0,0
717858,0,0,0,1,0
717859,1,0,0,0,0
717860,0,0,1,0,0
717861,0,0,1,0,0
717862,0,1,0,0,0
717863,0,0,1,0,0
717864,1,0,0,0,1
717865,0,1,0,0,0
717866,0,1,0,0,0
717867,0,0,0,0,1
717868,0,0,1,0,0
717869,0,1,0,0,0
717870,0,1,0,0,0
717871,0,0,0,1,0
717872,2,0,0,0,0
717873,0,0,0,1,0
717874,1,0,0,0,0
717875,0,0,0,1,0
717876,0,0,0,0,1
717877,3,0,0,0,0
717878,0,1,0,0,0
717879,0,1,0,0,0
717880,0,1,0,0,0
717881,0,0,1,0,0
717882,0,1,0,0,0
717883,0,0,0,0,1
717884,0,0,0,1,0
717885,0,1,0,0,0
717886,0,1,0,0,0
717887,0,0,1,0,1
717888,0,1,0,0,0
717889,1,1,0,1,0
717890,0,1,0,0,0
717891,0,0,0,0,1
717892,0,0,1,0,0
717893,0,0,1,0,0
717894,0,0,0,0,1
717895,0,0,1,0,0
717896,0,0,0,1,0
717897,1,0,0,0,0
717898,1,0,0,0,0
717899,0,0,0,0,1
717900,1,0,0,0,0
717901,0,1,0,0,0
717902,0,0,0,1,3
717903,0,1,0,0,0
717904,0,0,0,1,0
717905,0,0,0,0,1
717906,0,0,0,1,0
717907,0,0,0,0,1
717908,0,0,1,0,0
717909,0,0,0,1,0
717910,0,0,1,0,0
717911,1,0,0,0,0
717912,0,0,0,1,0
717913,1,1,1,0,0
717914,0,0,0,0,1
717915,0,1,0,0,0
717916,0,0,1,0,0
717917,0,0,0,1,0
717918,1,0,0,0,0
717919,0,0,0,1,0
717920,0,0,0,1,0
717921,1,0,0,0,0
717922,1,0,0,0,0
717923,0,1,0,0,0
717924,0,0,0,0,1
717925,0,1,0,0,0
717926,0,0,0,2,0
717927,0,0,1,0,0
717928,1,0,0,0,0
717929,0,0,0,1,0
717930,0,0,0,1,0
717931,0,0,1,0,0
717932,0,0,0,0,1
717933,1,0,0,0,0
717934,0,0,0,0,0
717935,0,0,0,1,0
717936,1,0,0,0,0
717937,0,0,0,0,1
717938,0,0,0,1,0
717939,0,0,0,0,1
717940,0,0,0,0,1
717941,0,0,0,1,0
717942,1,0,0,0,0
717943,0,1,1,0,0
717944,0,1,0,0,0
717945,0,0,0,1,0
717946,0,0,1,0,0
717947,0,0,1,0,0
717948,1,0,0,0,0
717949,0,0,1,0,0
717950,1,0,0,0,0
717951,0,1,0,0,0
717952,1,0,0,0,0
717953,2,0,1,1,1
717954,0,1,0,0,0
717955,0,0,0,1,0
717956,0,0,0,0,1
717957,0,0,0,0,1
717958,0,0,0,0,1
717959,1,0,0,0,0
717960,0,0,0,0,1
717961,0,1,0,0,0
717962,0,0,0,0,1
717963,1,0,0,0,0
717964,0,0,0,0,1
717965,0,0,1,0,0
717966,0,0,1,1,0
717967,1,1,2,0,0
717968,1,0,0,0,0
717969,0,0,1,0,0
717970,1,0,0,0,0
717971,0,1,0,0,0
717972,0,0,0,0,1
717973,0,0,1,0,0
717974,0,0,0,0,1
717975,0,1,0,0,0
717976,0,0,0,0,1
717977,0,0,0,1,0
717978,0,0,0,1,0
717979,0,0,0,1,0
717980,0,2,0,0,2
717981,0,0,0,1,0
717982,0,0,0,0,1
717983,0,0,0,0,1
717984,0,0,1,0,0
717985,0,0,0,1,0
717986,0,0,0,0,1
717987,0,1,0,0,0
717988,0,0,1,0,0
717989,0,0,0,0,1
717990,0,0,1,0,0
717991,0,0,0,0,0
717992,0,1,0,0,0
717993,0,0,1,0,0
717994,0,0,1,0,0
717995,0,0,0,0,1
717996,1,0,0,0,0
717997,0,0,0,1,0
717998,0,0,0,1,0
717999,0,0,0,1,0
718000,0,1,0,1,1
718001,0,0,0,1,0
718002,0,0,0,1,0
718003,0,0,0,1,0
718004,0,1,0,0,0
718005,0,0,0,1,0
718006,0,1,1,1,0
718007,1,0,0,0,0
718008,1,0,0,0,0
718009,0,0,0,0,1
718010,0,0,1,1,0
718011,0,0,0,0,1
718012,0,0,0,0,1
718013,0,0,1,0,0
718014,0,0,1,0,0
718015,0,0,0,1,0
718016,1,0,0,0,0
718017,0,0,1,0,0
718018,1,0,0,0,0
718019,1,0,0,0,0
718020,1,0,0,0,0
718021,1,0,0,0,0
718022,0,0,0,0,1
718023,0,1,0,0,0
718024,0,0,1,0,0
718025,0,1,0,0,0
718026,0,0,0,1,0
718027,0,0,0,0,1
718028,0,1,0,0,0
718029,1,0,0,0,0
718030,0,0,1,0,1
718031,0,1,0,0,0
718032,0,0,0,1,0
718033,1,0,0,0,0
718034,0,0,1,0,0
718035,0,0,0,1,0
718036,0,0,1,0,0
718037,0,0,1,0,0
718038,0,1,0,0,0
718039,0,1,0,0,0
718040,0,0,0,1,0
718041,0,0,0,1,0
718042,0,1,0,0,0
718043,0,0,0,0,1
718044,0,0,0,0,1
718045,0,0,1,0,0
718046,0,0,0,0,1
718047,0,1,1,0,0
718048,0,0,1,0,0
718049,0,0,0,1,0
718050,0,0,1,0,0
718051,0,0,0,1,0
718052,0,0,0,0,0
718053,0,0,1,0,0
718054,0,0,0,0,1
718055,0,1,0,0,0
718056,0,1,0,0,0
718057,0,0,1,0,0
718058,0,1,0,0,0
718059,1,0,1,1,0
718060,0,1,0,0,0
718061,0,1,0,0,0
718062,0,0,0,0,1
718063,0,0,0,0,1
718064,0,0,1,0,0
718065,0,1,0,0,0
718066,0,1,0,0,0
718067,0,0,0,0,1
718068,0,0,1,0,0
718069,0,1,0,0,0
718070,0,0,0,1,1
718071,0,1,0,0,0
718072,0,0,1,0,0
718073,0,0,0,0,0
718074,0,0,1,0,0
718075,0,0,1,0,0
718076,0,1,0,0,0
718077,0,1,0,0,0
718078,0,0,1,0,0
718079,1,0,0,0,0
718080,0,0,1,0,0
718081,0,0,1,0,0
